TICKER,Date,Open,High,Low,Close,Adj Close,Volume,H-L,C-O,7 DAYS MA,14 DAYS MA,21 DAYS MA,7 DAYS STD DEV,Next Day Close
EXCL.JK,2019-07-02,3000,3010,2960,2960,2842.617432,4694000,50,-40,2918.571429,2907.692308,2899,51.77791403,2860
EXCL.JK,2019-07-03,2960,2990,2850,2860,2746.583008,7888800,140,-100,2927.142857,2912.307692,2904,53.13952883,2850
EXCL.JK,2019-07-04,2870,2900,2820,2850,2736.979492,7483000,80,-20,2927.142857,2912.307692,2904,53.13952883,2900
EXCL.JK,2019-07-05,2850,2920,2810,2900,2784.996826,8873400,110,50,2925.714286,2911.538462,2903.5,55.33448077,2860
EXCL.JK,2019-07-08,2920,2930,2850,2860,2746.583008,3213600,80,-60,2922.857143,2915.384615,2905.5,56.1884584,2930
EXCL.JK,2019-07-09,2890,2940,2870,2930,2813.807129,2796200,70,40,2914.285714,2911.538462,2905.5,61.06202935,2890
EXCL.JK,2019-07-10,2950,2950,2870,2890,2775.393311,4467600,80,-60,2907.142857,2912.857143,2905,54.68524655,2900
EXCL.JK,2019-07-11,2940,2940,2870,2900,2784.996826,4126000,70,-40,2892.857143,2905.714286,2902.5,40.70801957,2860
EXCL.JK,2019-07-12,2920,2920,2850,2860,2746.583008,5579900,70,-60,2884.285714,2905.714286,2902.5,28.78491669,2930
EXCL.JK,2019-07-15,2870,2940,2860,2930,2813.807129,7362100,80,60,2884.285714,2905.714286,2902.5,28.78491669,2940
EXCL.JK,2019-07-16,2930,2970,2910,2940,2823.410645,7216200,60,10,2895.714286,2910.714286,2906,28.78491669,2980
EXCL.JK,2019-07-17,2940,3020,2910,2980,2861.824219,9777300,110,40,2901.428571,2912.142857,2910.5,33.38091842,3110
EXCL.JK,2019-07-18,2980,3170,2970,3110,2986.669189,21650300,200,130,2918.571429,2916.428571,2914,38.91382421,3110
EXCL.JK,2019-07-19,3130,3150,3080,3110,2986.669189,10942200,70,-20,2944.285714,2925.714286,2923.333333,82.63517065,3100
EXCL.JK,2019-07-22,3110,3140,3080,3100,2977.065674,8278100,60,-10,2975.714286,2934.285714,2929.047619,98.80235201,3160
